日期,股票简称,最新价,涨跌幅,换手率,流入资金(亿元),流出资金(亿元),净额(亿元),净买入率,成交额(亿元),涨速(%),量比,振幅(%),流通股,流通市值(亿),市盈率,流通市值
2023-07-26,宝鼎科技,17.54,0.00%,0.54%,0.102398,0.166694,-0.064296,-0.13%,0.269092,-0.11,0.6,2.11,287000000.0,,亏损,5030000000.0
2023-07-24,宝鼎科技,17.53,0.40%,0.58%,0.10986,0.184443,-0.07458300000000001,-0.15%,0.294302,0.06,0.6,2.06,287000000.0,,亏损,5027000000.0
2023-07-21,宝鼎科技,17.46,-1.47%,0.60%,0.121864,0.183312,-0.061447999999999975,-0.12%,0.3051760000000001,0.06,0.61,2.26,287000000.0,,亏损,5007000000.0
2023-07-20,宝鼎科技,17.71,-1.77%,1.11%,0.344798,0.224119,0.120679,0.24%,0.573117,-0.11,1.37,2.61,287000000.0,,亏损,5081000000.0
2023-07-19,宝鼎科技,18.0,-0.61%,1.33%,0.358204,0.32635,0.031854,0.06%,0.69617,0.22,2.37,2.87,287000000.0,,亏损,5170000000.0
2023-07-17,宝鼎科技,18.02,0.78%,0.67%,0.178321,0.165597,0.012724,0.02%,0.346856,0.0,1.61,1.9,287000000.0,,亏损,5167000000.0
2023-07-14,宝鼎科技,17.89,2.40%,0.66%,0.206612,0.124368,0.08224400000000001,0.16%,0.334916,0.11,2.03,3.44,287000000.0,,亏损,5127000000.0
2023-07-13,宝鼎科技,17.47,1.87%,0.56%,0.152,0.127599,0.024401,0.05%,0.279599,-0.06,1.63,4.67,287000000.0,,亏损,5010000000.0
2023-07-12,宝鼎科技,17.15,-1.15%,0.33%,0.057346,0.105519,-0.048173,-0.10%,0.162865,-0.23,0.97,2.02,287000000.0,,亏损,4918000000.0
2023-07-11,宝鼎科技,17.34,-0.34%,0.19%,0.034766000000000005,0.057269000000000014,-0.02250300000000001,-0.05%,0.093248,-0.06,0.54,1.44,287000000.0,,亏损,4975000000.0
2023-07-10,宝鼎科技,17.4,0.35%,0.44%,0.094365,0.125692,-0.031327,-0.06%,0.220056,0.12,1.27,2.37,287000000.0,,亏损,4989000000.0
2023-07-07,宝鼎科技,17.34,-1.48%,0.30%,0.058299,0.09338,-0.035081,-0.07%,0.151697,-0.06,0.82,1.88,287000000.0,,亏损,4972000000.0
2023-07-06,宝鼎科技,17.6,0.28%,0.43%,0.097039,0.121328,-0.024289,-0.05%,0.218368,0.0,1.2,2.62,287000000.0,50.47,亏损,
2023-07-05,宝鼎科技,17.55,-1.07%,0.31%,0.055359000000000005,0.10228,-0.046921,-0.09%,0.15763900000000006,0.0,0.86,2.14,287000000.0,50.32,亏损,
2023-07-04,宝鼎科技,17.74,-1.00%,0.34%,0.059902,0.11626199999999998,-0.05635999999999997,-0.11%,0.176163,-0.06,0.91,1.4,287000000.0,50.87,亏损,
2023-07-03,宝鼎科技,17.92,0.67%,0.35%,0.081635,0.099402,-0.017766999999999998,-0.03%,0.18103699999999998,0.0,0.74,1.69,287000000.0,51.39,亏损,
2023-06-30,宝鼎科技,17.8,-0.61%,0.41%,0.090295,0.121706,-0.031411,-0.06%,0.21200100000000005,0.0,0.81,2.4,287000000.0,51.04,亏损,
2023-06-29,宝鼎科技,17.91,-0.28%,0.39%,0.10768499999999999,0.091767,0.015918,0.03%,0.199451,-0.11,0.75,1.84,287000000.0,51.36,亏损,
2023-06-28,宝鼎科技,17.98,-0.11%,0.31%,0.07655700000000001,0.078323,-0.0017659999999999907,-0.00%,0.15678599999999998,-0.17,0.55,1.94,287000000.0,51.5,亏损,
2023-06-27,宝鼎科技,18.0,2.92%,0.42%,0.128552,0.088046,0.040506,0.08%,0.216598,0.22,0.64,3.2,287000000.0,51.62,亏损,
2023-06-26,宝鼎科技,17.49,-3.37%,0.74%,0.157013,0.219308,-0.062294999999999975,-0.12%,0.376793,-0.06,1.1,4.25,287000000.0,50.15,亏损,
